index,num,titulo,url,campo,antes,despues,evidencia
167,000000,Commandos: Strike Force,juegos/commandos-strike-force-bigbox/,tipo_edicion,[],"[""Edición coleccionista""]","tags: edición coleccionista || descripcion: Esta edición coleccionista española, distribuida por Proein y completamente en castellano, acompañó el lanzamiento nacional con la banda sonora original de Mateo Pascual, interpretada por la Orquesta Sinfónica de Bratislava y el Coro de la Ciudad de Bratislava, y una memoria USB de 64 MB, convirtiéndola en una de las presentaciones físicas más singulares de la etapa final de la saga desarrollada por Pyro Studios"
168,000000,Commandos 3: Destination Berlin - Edición Coleccionista,juegos/commandos-3-destination-berlin-edicion-coleccionista-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española «Edición Coleccionista» || tags: edición española
168,000000,Commandos 3: Destination Berlin - Edición Coleccionista,juegos/commandos-3-destination-berlin-edicion-coleccionista-bigbox/,soporte,[],"[""CD-ROM""]",incluye: Commandos 3: Destination Berlin para PC CD-ROM en estuche DVD Case
168,000000,Commandos 3: Destination Berlin - Edición Coleccionista,juegos/commandos-3-destination-berlin-edicion-coleccionista-bigbox/,tipo_edicion,[],"[""Edición coleccionista""]","titulo: Commandos 3: Destination Berlin - Edición Coleccionista || tags: edición coleccionista || descripcion: Esta edición española «Edición Coleccionista», distribuida por Proein y presentada completamente en castellano, amplía notablemente el valor documental del lanzamiento al reunir el juego con banda sonora, guía oficial, material audiovisual y una camiseta promocional, constituyendo una edición especialmente relevante para el coleccionismo y la preservación del videojuego español de comienzos de los años 2000"
169,000000,Colossus,juegos/colossus-bigbox/,mercado,[],"[""España""]",descripcion: Colossus es una compilación de juegos de mesa clásicos para compatibles PC publicada por CDS Software y distribuida en España por Proein || descripcion: Esta edición española en caja grande para PC 5¼ conserva especial interés documental por su distribución localizada por Proein || tags: edición española
169,000000,Colossus,juegos/colossus-bigbox/,soporte,[],"[""Disquete 5,25\""""]","incluye: Disquetes de 5,25 pulgadas"
169,000000,Colossus,juegos/colossus-bigbox/,tipo_edicion,[],"[""Compilación""]",descripcion: Colossus es una compilación de juegos de mesa clásicos para compatibles PC publicada por CDS Software y distribuida en España por Proein
170,000000,Dark Seed,juegos/dark-seed-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por Dro Soft conserva especial interés documental por su localización física || tags: edición española
170,000000,Dark Seed,juegos/dark-seed-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 7 disquetes de 3,5 pulgadas"
172,000000,Wall Street Trader 99,juegos/wall-street-trader-99-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
174,000000,The Rise & Rule of Ancient Empires,juegos/the-rise-and-rule-of-ancient-empires-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para CD-ROM conserva especial interés documental por incluir manual traducido al español y compatibilidad indicada para Windows 3 || tags: edición española
174,000000,The Rise & Rule of Ancient Empires,juegos/the-rise-and-rule-of-ancient-empires-bigbox/,idioma,[],"[""Español""]",tags: manual en castellano || descripcion: Esta edición española en caja grande para CD-ROM conserva especial interés documental por incluir manual traducido al español y compatibilidad indicada para Windows 3
174,000000,The Rise & Rule of Ancient Empires,juegos/the-rise-and-rule-of-ancient-empires-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
230,000000,Need for Speed: Special Edition,juegos/need-for-speed-special-edition-bigbox/,anio,"""""","""1996""","descripcion: Edición mejorada del primer Need for Speed, lanzada en 1996"
230,000000,Need for Speed: Special Edition,juegos/need-for-speed-special-edition-bigbox/,tipo_edicion,[],"[""Edición especial""]",titulo: Need for Speed: Special Edition
262,000000,Tom Clancy's Ghost Recon: Collector's Pack,juegos/tom-clancys-ghost-recon-collectors-pack-bigbox/,anio,"""""","""2002""",descripcion: Edición especial lanzada en marzo de 2002
262,000000,Tom Clancy's Ghost Recon: Collector's Pack,juegos/tom-clancys-ghost-recon-collectors-pack-bigbox/,tipo_edicion,[],"[""Edición especial""]","descripcion: Edición especial lanzada en marzo de 2002 en Europa, que incluye el juego original Tom Clancy's Ghost Recon junto a su expansión Desert Siege, más contenido físico adicional: insignia oficial, voucher para guía táctica y un disco “making‑of”"
301,000000,FX Chess,juegos/fx-chess-bigbox/,tipo_edicion,[],"[""Colección""]",descripcion: A menudo se incluye como título educativo o de introducción estratégica dentro de la colección FX
302,000000,Neverwinter Nights 2: Chaotic Evil,juegos/neverwinter-nights-2-chaotic-evil-bigbox/,anio,"""""","""2006""",descripcion: Edición especial europea de Neverwinter Nights 2 lanzada el 3 de noviembre de 2006
302,000000,Neverwinter Nights 2: Chaotic Evil,juegos/neverwinter-nights-2-chaotic-evil-bigbox/,mercado,[],"[""Europa""]",descripcion: Edición especial europea de Neverwinter Nights 2 lanzada el 3 de noviembre de 2006
302,000000,Neverwinter Nights 2: Chaotic Evil,juegos/neverwinter-nights-2-chaotic-evil-bigbox/,tipo_edicion,[],"[""Edición especial""]",descripcion: Edición especial europea de Neverwinter Nights 2 lanzada el 3 de noviembre de 2006
303,000000,Neverwinter Nights 2: Lawful Good,juegos/neverwinter-nights-2-lawful-good-bigbox/,anio,"""""","""2006""",descripcion: Edición limitada lanzada el 3 de noviembre de 2006
303,000000,Neverwinter Nights 2: Lawful Good,juegos/neverwinter-nights-2-lawful-good-bigbox/,tipo_edicion,[],"[""Edición limitada""]",descripcion: Edición limitada lanzada el 3 de noviembre de 2006 en Europa
306,000000,Age of Empires. Edición coleccionistas,juegos/age-of-empires-edicion-coleccionistas-bigbox/,anio,"""""","""2000""",descripcion: Edición especial lanzada en el año 2000
306,000000,Age of Empires. Edición coleccionistas,juegos/age-of-empires-edicion-coleccionistas-bigbox/,tipo_edicion,[],"[""Edición especial"", ""Edición coleccionista""]","titulo: Age of Empires. Edición coleccionistas || descripcion: Edición especial lanzada en el año 2000 que incluye el juego original Age of Empires, su expansión Rise of Rome y Age of Empires II (sin expansión)"
317,000000,PC Fútbol 2000: Selección Española - Europa 2000,juegos/pc-futbol-2000-seleccion-espanola-dinamic-bigbox/,anio,"""""","""2000""","descripcion: Edición especial centrada en la selección española de fútbol para la Eurocopa 2000, lanzada el 24 de mayo de 2000"
317,000000,PC Fútbol 2000: Selección Española - Europa 2000,juegos/pc-futbol-2000-seleccion-espanola-dinamic-bigbox/,tipo_edicion,[],"[""Edición especial""]","descripcion: Edición especial centrada en la selección española de fútbol para la Eurocopa 2000, lanzada el 24 de mayo de 2000"
330,000000,Myst III: Exile - Collector's Edition,juegos/myst-iii-exile-collectors-edition-bigbox/,tipo_edicion,[],"[""Edición especial"", ""Edición coleccionista""]",titulo: Myst III: Exile - Collector's Edition || descripcion: Myst III: Exile - Collector's Edition es una edición especial del tercer capítulo de la saga Myst
385,000000,WarGames,juegos/wargames-bigbox/,idioma,[],"[""Español""]",descripcion: Esta edición está traducida y doblada al castellano
394,000000,Avalon Hill's Squad Leader,juegos/squad-leader-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para PC CD-ROM || tags: edición española
394,000000,Avalon Hill's Squad Leader,juegos/squad-leader-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
398,000000,Hoyle Board Games,juegos/hoyle-board-games-bigbox/,mercado,[],"[""Europa""]",descripcion: Su edición en caja grande fue muy distribuida en Europa y es una pieza común en colecciones retro
398,000000,Hoyle Board Games,juegos/hoyle-board-games-bigbox/,tipo_edicion,[],"[""Compilación""]",descripcion: Hoyle Board Games es una recopilación de juegos de mesa clásicos lanzada en 1998 por Sierra On-Line
400,000000,Billares,juegos/billares-bigbox/,idioma,[],"[""Español""]",descripcion: Su estilo accesible y su interfaz en español lo hicieron popular entre jugadores casuales
401,000000,Kingdoms,juegos/kingdoms-bigbox/,mercado,[],"[""España""]",descripcion: La edición española fue distribuida en caja grande por Virgin Interactive y es hoy una pieza valorada por coleccionistas
402,000000,V-Rally: Multiplayer Championship Edition,juegos/v-rally-multiplayer-championship-edition-2-bigbox/,anio,"""""","""1999""","descripcion: edición para PC, publicada en 1999"
404,000000,Rally Championship,juegos/rally-championship-2-bigbox/,mercado,[],"[""Europa""]",descripcion: Su edición en caja grande fue ampliamente distribuida en Europa
407,000000,UEFA Champions League: Temporada 1998/99,juegos/uefa-champions-league-temporada-1998-99-bigbox/,mercado,[],"[""Europa""]",descripcion: Su edición en caja grande fue distribuida en Europa y es especialmente buscada por coleccionistas de títulos deportivos con licencias oficiales
410,000000,Primera División Stars,juegos/primera-division-stars-bigbox/,mercado,[],"[""España""]",descripcion: Primera División Stars es una edición especial lanzada por EA Sports exclusivamente para el mercado español
410,000000,Primera División Stars,juegos/primera-division-stars-bigbox/,idioma,[],"[""Español""]","descripcion: Traducido y doblado completamente al castellano, destaca por su jugabilidad arcade, gráficos fluidos y modos de campeonato nacional"
410,000000,Primera División Stars,juegos/primera-division-stars-bigbox/,tipo_edicion,[],"[""Edición especial""]",descripcion: Primera División Stars es una edición especial lanzada por EA Sports exclusivamente para el mercado español
411,000000,Crónicas de la Luna Negra,juegos/cronicas-de-la-luna-negra-bigbox/,mercado,[],"[""España""]",descripcion: La edición en caja grande distribuida en España es especialmente valorada por su localización y fidelidad al universo original
412,000000,Maximum Billar,juegos/maximum-billar-bigbox/,mercado,[],"[""España""]",descripcion: Se lanzó en edición Big Box con manual y fue muy popular en el mercado español gracias a su bajo precio y accesibilidad
412,000000,Maximum Billar,juegos/maximum-billar-bigbox/,idioma,[],"[""Español""]","descripcion: El juego permite disputar partidas de bola 8, bola 9, carambola y otras variantes, con gráficos en 3D, controles sencillos y una interfaz completamente en castellano"
414,000000,Dragon Lore II: El Corazón del Dragón,juegos/dragon-lore-ii-el-corazon-del-dragon-bigbox/,mercado,[],"[""España"", ""Europa""]",descripcion: Su edición Big Box fue distribuida en Europa en múltiples versiones || descripcion: incluyendo doblaje y textos en castellano en la edición española
414,000000,Dragon Lore II: El Corazón del Dragón,juegos/dragon-lore-ii-el-corazon-del-dragon-bigbox/,idioma,[],"[""Español""]","descripcion: Su edición Big Box fue distribuida en Europa en múltiples versiones, incluyendo doblaje y textos en castellano en la edición española"
417,000000,World of Warcraft,juegos/world-of-warcraft-coleccionistas-bigbox/,idioma,[],"[""Español""]","descripcion: Esta edición en caja grande corresponde a una reimpresión moderna, completamente traducida y doblada al castellano, con el cliente actualizado e ilustraciones renovadas"
419,000000,Atlantis II,juegos/atlantis-ii-bigbox/,idioma,[],"[""Español""]","descripcion: Su edición Big Box fue distribuida en varios países europeos, incluida España, con textos y voces localizadas al castellano"
420,000000,Corsarios Gold,juegos/corsarios-gold-bigbox/,mercado,[],"[""España""]",descripcion: La versión en caja grande distribuida en España está traducida completamente al castellano
420,000000,Corsarios Gold,juegos/corsarios-gold-bigbox/,idioma,[],"[""Español""]",descripcion: La versión en caja grande distribuida en España está traducida completamente al castellano
421,000000,Misión Van Gogh,juegos/mision-van-gogh-bigbox/,mercado,[],"[""España""]",descripcion: La edición española en formato Big Box fue distribuida íntegramente en castellano
422,000000,Beavis and Butt-Head: Bunghole in One,juegos/beavis-and-butt-head-bunghole-in-one-bigbox/,idioma,[],"[""Español"", ""Inglés""]",descripcion: La edición en formato Big Box incluye voces originales en inglés y textos en castellano
426,000000,Asghan: The Dragon Slayer,juegos/asghan-the-dragon-slayer-bigbox/,idioma,[],"[""Español""]",descripcion: Esta edición Big Box está totalmente localizada al castellano
427,000000,Sabre Ace,juegos/sabre-ace-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición Big Box corresponde a la versión distribuida en España
427,000000,Sabre Ace,juegos/sabre-ace-bigbox/,idioma,[],"[""Español""]","descripcion: Esta edición Big Box corresponde a la versión distribuida en España, con textos en castellano"
428,000000,F-16 Aggressor,juegos/f-16-aggressor-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición Big Box corresponde a la versión distribuida en España
428,000000,F-16 Aggressor,juegos/f-16-aggressor-bigbox/,idioma,[],"[""Español""]","descripcion: Esta edición Big Box corresponde a la versión distribuida en España, con textos en castellano"
429,000000,Scorched Planet,juegos/scorched-planet-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición Big Box corresponde a la versión distribuida en Europa
429,000000,Scorched Planet,juegos/scorched-planet-bigbox/,idioma,[],"[""Español""]","descripcion: Esta edición Big Box corresponde a la versión distribuida en Europa, con textos en castellano"
439,000000,Twenty Wargame Classics: Exclusive Edition,juegos/twenty-wargame-classics-exclusive-edition-bigbox/,tipo_edicion,[],"[""Compilación""]",descripcion: Recopilación que reúne más de veinte de los wargames más representativos publicados por SSI
440,000000,Sid Meier's Colonization,juegos/sid-meiers-colonization-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en CD-ROM incluye manual y textos en castellano
440,000000,Sid Meier's Colonization,juegos/sid-meiers-colonization-bigbox/,idioma,[],"[""Español""]","descripcion: Esta edición española en CD-ROM incluye manual y textos en castellano, manteniendo intacta la profundidad estratégica que lo convirtió en uno de los grandes títulos 4X de los años 90"
442,000000,Crusade: La lucha por el poder,juegos/crusade-la-lucha-por-el-poder-bigbox/,mercado,[],"[""España""]",descripcion: multijugador y voces completamente en castellano en esta edición distribuida en España || tags: Edición española
442,000000,Crusade: La lucha por el poder,juegos/crusade-la-lucha-por-el-poder-bigbox/,idioma,[],"[""Español""]","descripcion: Incluye editor de escenarios, multijugador y voces completamente en castellano en esta edición distribuida en España"
453,000000,Privateer 2: The Darkening,juegos/privateer-2-the-darkening-bigbox/,mercado,[],"[""España""]",descripcion: Esta edicion corresponde a la version española traducida y doblada al castellano
453,000000,Privateer 2: The Darkening,juegos/privateer-2-the-darkening-bigbox/,idioma,[],"[""Español""]",descripcion: Esta edicion corresponde a la version española traducida y doblada al castellano
454,000000,FreeSpace 2,juegos/freespace-2-bigbox/,mercado,[],"[""España""]",descripcion: Esta edicion corresponde a la version española en formato Big Box distribuida por Virgin Interactive España
455,000000,MechCommander 2,juegos/mechcommander-2-bigbox/,idioma,[],"[""Español"", ""Inglés""]","descripcion: Esta edicion corresponde a la version distribuida por Microsoft en formato Big Box, con manual en español y software en ingles"
456,000000,Torero - El Juli presenta: Arte y Pasion en la Arena,juegos/torero-el-juli-presenta-arte-y-pasion-en-la-arena-bigbox/,mercado,[],"[""España""]",descripcion: Esta edicion corresponde al formato Big Box distribuido por Ubisoft para el mercado español
457,000000,Flanker 2.0 - The Combat Flight Simulator,juegos/flanker-2-0-the-combat-flight-simulator-bigbox/,mercado,[],"[""España""]",descripcion: Esta edicion corresponde a la version Big Box distribuida en España por Proein
457,000000,Flanker 2.0 - The Combat Flight Simulator,juegos/flanker-2-0-the-combat-flight-simulator-bigbox/,idioma,[],"[""Español"", ""Inglés""]","descripcion: Esta edicion corresponde a la version Big Box distribuida en España por Proein, con manual en castellano y software en ingles"
458,000000,Starsiege Universe,juegos/starsiege-universe-bigbox/,mercado,[],"[""España""]",tags: Edición española
458,000000,Starsiege Universe,juegos/starsiege-universe-bigbox/,tipo_edicion,[],"[""Bundle/Pack""]",tags: Bundle
459,000000,Sid Meier's Civilization III,juegos/sid-meiers-civilization-iii-bigbox/,mercado,[],"[""España""]",tags: Edición española
460,000000,Odisea: La Búsqueda de Ulises,juegos/odisea-la-busqueda-de-ulises-bigbox/,mercado,[],"[""España""]",tags: Edición española
461,000000,Battleground: Napoleon in Russia 1812,juegos/battleground-napoleon-in-russia-1812-bigbox/,mercado,[],"[""España""]",tags: Edición española
463,000000,Aliens versus Predator 2,juegos/aliens-versus-predator-2-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM del juego
464,000000,Gunlok,juegos/gunlok-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM del juego
465,000000,Amerzone: El legado del explorador,juegos/amerzone-el-legado-del-explorador-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM del juego
466,000000,Red Baron II,juegos/red-baron-ii-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española Big Box de Sierra destaca por su poderosa portada en tonos rojos y por su clara orientación al mercado local
466,000000,Red Baron II,juegos/red-baron-ii-bigbox/,idioma,[],"[""Español""]","descripcion: Esta edición española Big Box de Sierra destaca por su poderosa portada en tonos rojos y por su clara orientación al mercado local, con textos de pantalla, manual y voces en castellano"
466,000000,Red Baron II,juegos/red-baron-ii-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM del juego
468,000000,Acorazados,juegos/acorazados-bigbox/,mercado,[],"[""España""]",descripcion: Acorazados es la edición española del simulador naval Dreadnoughts || descripcion: Esta edición distribuida en España por System 4 conserva especial interés documental por su localización al castellano || tags: edición española
468,000000,Acorazados,juegos/acorazados-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: Disquete de 3,5 pulgadas"
469,000000,EF2000,juegos/ef2000-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por Arcadia Software bajo sello Ocean/DID y línea TFX Military conserva especial interés documental por representar la etapa de los simuladores europeos de alto rendimiento en CD-ROM para MS-DOS || tags: edición española
469,000000,EF2000,juegos/ef2000-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
470,000000,iF-22: The F-22 Raptor Simulator,juegos/if-22-the-f-22-raptor-simulator-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por Friendware conserva especial interés documental por representar el periodo en el que los simuladores militares de PC pasaron del enfoque DOS clásico a entornos Windows con gráficos 3D acelerados || tags: edición española
470,000000,iF-22: The F-22 Raptor Simulator,juegos/if-22-the-f-22-raptor-simulator-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
471,000000,Third Reich,juegos/third-reich-bigbox/,mercado,[],"[""España""]",descripcion: La edición española en Big Box fue distribuida por System 4 de España e identifica el software como versión inglesa con manual en castellano || tags: edición española
471,000000,Third Reich,juegos/third-reich-bigbox/,idioma,[],"[""Español""]","incluye: Manual de referencia y operaciones en castellano || tags: manual en castellano || descripcion: La edición española en Big Box fue distribuida por System 4 de España e identifica el software como versión inglesa con manual en castellano, un rasgo especialmente relevante para preservación porque combina localización documental española con ejecutable original en inglés"
471,000000,Third Reich,juegos/third-reich-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
472,000000,Jungla de Cristal Trilogía 2: Viva Las Vegas,juegos/jungla-de-cristal-trilogia-2-viva-las-vegas-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue distribuida por Electronic Arts y destaca documentalmente por indicar traducción y doblaje al castellano || tags: edición española
472,000000,Jungla de Cristal Trilogía 2: Viva Las Vegas,juegos/jungla-de-cristal-trilogia-2-viva-las-vegas-bigbox/,idioma,[],"[""Español""]",tags: traducido al castellano || tags: doblado al castellano
472,000000,Jungla de Cristal Trilogía 2: Viva Las Vegas,juegos/jungla-de-cristal-trilogia-2-viva-las-vegas-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
473,000000,Mad Dog: McDonnell Douglas Super 80 Series,juegos/mad-dog-mcdonnell-douglas-super-80-series-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición europea BEN/ESP distribuida con apoyo de Ubi Soft conserva interés documental por pertenecer al ecosistema físico de expansiones no independientes para Microsoft Flight Simulator 98 || tags: edición europea
473,000000,Mad Dog: McDonnell Douglas Super 80 Series,juegos/mad-dog-mcdonnell-douglas-super-80-series-bigbox/,idioma,[],"[""Inglés""]","incluye: Manual o documentación en inglés || tags: software en inglés || descripcion: Esta edición europea BEN/ESP distribuida con apoyo de Ubi Soft conserva interés documental por pertenecer al ecosistema físico de expansiones no independientes para Microsoft Flight Simulator 98, con textos comerciales multilingües y juego/documentación indicados en inglés"
473,000000,Mad Dog: McDonnell Douglas Super 80 Series,juegos/mad-dog-mcdonnell-douglas-super-80-series-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
474,000000,Operation Crusader,juegos/operation-crusader-sp-bigbox/,mercado,[],"[""España""]",descripcion: La edición física mostrada corresponde a la versión IBM PC CD-ROM distribuida en España por System 4 || tags: edición española
474,000000,Operation Crusader,juegos/operation-crusader-sp-bigbox/,idioma,[],"[""Español""]","descripcion: La edición física mostrada corresponde a la versión IBM PC CD-ROM distribuida en España por System 4, con compatibilidad indicada para Windows 95 y documentación localizada al castellano"
474,000000,Operation Crusader,juegos/operation-crusader-sp-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
475,000000,S.A.G.A.: La furia de los Vikingos,juegos/saga-la-furia-de-los-vikingos-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por Friendware conserva especial interés documental por tratarse de un producto en castellano de la etapa final del mercado clásico de caja grande para PC || tags: edición española
475,000000,S.A.G.A.: La furia de los Vikingos,juegos/saga-la-furia-de-los-vikingos-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
476,000000,The Final Conflict,juegos/the-final-conflict-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para IBM PC 3 || tags: edición española
476,000000,The Final Conflict,juegos/the-final-conflict-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: Disquete de 3,5 pulgadas de The Final Conflict || incluye: Disquete de 3,5 pulgadas de Ancient Battles"
477,000000,Persian Wars,juegos/persian-wars-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para PC CD-ROM conserva especial interés documental por representar la última etapa del mercado Big Box europeo y por mostrar la aproximación de Cryo a la estrategia fantástica durante los primeros años de Windows 2000 || tags: edición española
477,000000,Persian Wars,juegos/persian-wars-bigbox/,idioma,[],"[""Español""]",tags: juego en castellano
477,000000,Persian Wars,juegos/persian-wars-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 1 CD-ROM
478,000000,Tigershark,juegos/tigershark-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición europea en caja grande para PC CD-ROM presenta textos multilingües en el reverso || tags: edición europea
478,000000,Tigershark,juegos/tigershark-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
479,000000,Seven Kingdoms II: The Fryhtan Wars,juegos/seven-kingdoms-ii-the-fryhtan-wars-bigbox/,mercado,[],"[""España"", ""Italia"", ""Europa""]",descripcion: Esta edición europea hispano-italiana en caja grande || tags: edición hispano-italiana
479,000000,Seven Kingdoms II: The Fryhtan Wars,juegos/seven-kingdoms-ii-the-fryhtan-wars-bigbox/,idioma,[],"[""Español"", ""Inglés"", ""Italiano""]","incluye: Manual en castellano/italiano || tags: juego en inglés || tags: manual en castellano || tags: manual en italiano || descripcion: Esta edición europea hispano-italiana en caja grande, distribuida por Ubi Soft, indica juego en inglés y manual en castellano e italiano, rasgo relevante para documentar la localización parcial de la edición física"
479,000000,Seven Kingdoms II: The Fryhtan Wars,juegos/seven-kingdoms-ii-the-fryhtan-wars-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
480,000000,Great Naval Battles: Super Ships of the Atlantic - America in the Atlantic,juegos/great-naval-battles-super-ships-of-the-atlantic-america-in-the-atlantic-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande reúne los módulos Super Ships of the Atlantic y America in the Atlantic || tags: edición española
480,000000,Great Naval Battles: Super Ships of the Atlantic - America in the Atlantic,juegos/great-naval-battles-super-ships-of-the-atlantic-america-in-the-atlantic-bigbox/,soporte,[],"[""Disquete 3,5\""""]",incluye: 3 disquetes de 3.5 HD de Great Naval Battles || incluye: Disquete de 3.5 HD de escenarios y campañas Super Ships of the Atlantic / America in the Atlantic
481,000000,El Imperio de las Hormigas,juegos/el-imperio-de-las-hormigas-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por Friendware conserva interés documental por representar una adaptación literaria europea poco habitual || tags: edición española
481,000000,El Imperio de las Hormigas,juegos/el-imperio-de-las-hormigas-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
482,000000,Scorcher,juegos/scorcher-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición europea en caja grande conserva interés documental por su presentación multilingüe || tags: edición europea
482,000000,Scorcher,juegos/scorcher-bigbox/,idioma,[],"[""Multilingüe""]","descripcion: Esta edición europea en caja grande conserva interés documental por su presentación multilingüe, el uso del sello Scavenger y la distribución de GT Interactive en el mercado PC CD-ROM"
482,000000,Scorcher,juegos/scorcher-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
483,000000,The Settlers III,juegos/the-settlers-iii-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande || tags: edición española
483,000000,The Settlers III,juegos/the-settlers-iii-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
484,000000,Nick Faldo's Championship Golf,juegos/nick-faldos-championship-golf-bigbox/,mercado,[],"[""Europa""]",descripcion: ([MobyGames][1]) Esta edición europea para MS-DOS utiliza gráficos VGA de 256 colores y un sistema de representación poligonal orientado a recrear el relieve || tags: edición europea
484,000000,Nick Faldo's Championship Golf,juegos/nick-faldos-championship-golf-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 2 disquetes de 3,5 pulgadas"
485,000000,Championship Surfer,juegos/championship-surfer-bigbox/,mercado,[],"[""España"", ""Europa""]",tags: edición española || tags: edición europea multilingüe
485,000000,Championship Surfer,juegos/championship-surfer-bigbox/,idioma,[],"[""Multilingüe""]",tags: edición europea multilingüe || descripcion: Esta variante física española para PC CD-ROM fue distribuida por The Learning Company España dentro de un embalaje europeo multilingüe y documenta la etapa de expansión de los deportes extremos en el videojuego de comienzos de los años 2000
485,000000,Championship Surfer,juegos/championship-surfer-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
486,000000,Great Naval Battles: North Atlantic 1939-43,juegos/great-naval-battles-north-atlantic-1939-43-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en disquetes || tags: edición española
486,000000,Great Naval Battles: North Atlantic 1939-43,juegos/great-naval-battles-north-atlantic-1939-43-bigbox/,idioma,[],"[""Español""]",incluye: Manual de usuario en castellano || tags: software en castellano
486,000000,Great Naval Battles: North Atlantic 1939-43,juegos/great-naval-battles-north-atlantic-1939-43-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 3 disquetes de 3,5 pulgadas HD"
487,000000,Chess Player 2150,juegos/chess-player-2150-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para MS-DOS fue distribuida por System 4 || tags: edición española
487,000000,Chess Player 2150,juegos/chess-player-2150-bigbox/,idioma,[],"[""Español""]","tags: manual en castellano || descripcion: Esta edición española en caja grande para MS-DOS fue distribuida por System 4, utiliza un disquete de 5,25 pulgadas e incluye una guía del usuario localizada al castellano"
487,000000,Chess Player 2150,juegos/chess-player-2150-bigbox/,soporte,[],"[""Disquete 5,25\""""]","incluye: Disquete de 5,25 pulgadas"
488,000000,Sensible Soccer: European Champions - 1992/93 Season Edition,juegos/sensible-soccer-european-champions-1992-93-season-edition-bigbox/,mercado,[],"[""Europa""]",tags: edición europea
488,000000,Sensible Soccer: European Champions - 1992/93 Season Edition,juegos/sensible-soccer-european-champions-1992-93-season-edition-bigbox/,idioma,[],"[""Multilingüe""]",incluye: Manual multilingüe
488,000000,Sensible Soccer: European Champions - 1992/93 Season Edition,juegos/sensible-soccer-european-champions-1992-93-season-edition-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: Disquete de 3,5 pulgadas 720K"
493,000000,Diablo II. Expansion set,juegos/diablo-ii-expansion-set-cddvd/,mercado,[],"[""España""]",descripcion: y mejoras en calidad de vida y localización para la versión española dentro de la serie BestSeller
499,000000,Scarface. El precio del poder,juegos/scarface-el-precio-del-poder-cddvd/,mercado,[],"[""España""]",descripcion: Versión en español del juego de mundo abierto inspirado en la película Scarface
